round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.5700000000000001,0.43,0.2828,0.6971493866310486,0.43333333333333335,4,0.0
1,0.5700000000000001,0.43,0.30845833333333333,0.6862151367009779,0.43333333333333335,4,8.001739334024023
2,0.5700000000000001,0.43,0.29773333333333335,0.7248008789608726,0.43333333333333335,4,22.172899917000905
3,0.5700000000000001,0.43,0.29690833333333333,0.7059457058566597,0.43333333333333335,4,28.231133499997668
