round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.9873413352407163,0.01265866475928363,0.009321905664716058,0.0020120472212992913,0.17073386869947468,300,0.0
1,0.9386587382849018,0.061341261715098225,0.04783428983776988,0.01007966980356387,0.4341134349903846,300,301.9895153999969
2,0.8990327289225172,0.1009672710774828,0.07763005559774408,0.5926430350283859,0.08042741309963183,300,606.5007030999986
3,0.8761278699207372,0.12387213007926282,0.09590595530729891,0.36877212786307306,0.18100639018302922,300,908.9593083
4,0.852613967864454,0.14738603213554605,0.11580628531062556,0.35293620968771294,0.18924155947744686,300,1212.1407215
5,0.8340988162360314,0.16590118376396862,0.12599257093672653,0.46340587163159064,0.19379095658881126,300,1512.9418602000005
6,0.8209054245395061,0.17909457546049393,0.13710657136310125,0.36243608075424877,0.2317773064930153,300,1816.3111275999981
7,0.8052429107800037,0.19475708921999632,0.14894411239496674,0.39836359824578,0.2380317984186547,300,2118.8826477999974
8,0.7886125962677621,0.21138740373223786,0.164403708825435,0.3798733209151729,0.23055787069134465,300,2421.4140584999986
9,0.7850812587019745,0.21491874129802543,0.1640401116181035,0.3737453485431129,0.2502426807203132,300,2724.1563749999987
10,0.7704963586530289,0.22950364134697115,0.17627215595857632,0.3490767678191265,0.2855144367224546,300,3024.760692099997
11,0.7630630439102415,0.23693695608975845,0.1809051568313996,0.35699789716454283,0.2981157599634822,300,3325.295191099998
12,0.7599258859144381,0.24007411408556192,0.18705779545295773,0.39666411927074263,0.2559709646056714,300,3628.2331571999966
13,0.7514689523381315,0.2485310476618685,0.1856645440350275,0.415532497567953,0.2949349694187827,300,3930.3987744999977
14,0.7476249892523338,0.2523750107476662,0.18948261268722832,0.43327333895766984,0.2765354089703348,300,4232.259889099994
15,0.7499377633624823,0.2500622366375177,0.1921777713992498,0.35407222946737277,0.2789158791376237,300,4535.050899199996
16,0.7438785683406696,0.25612143165933043,0.19747691321620656,0.36082440962525697,0.3012346758952199,300,4837.528820399995
17,0.7442233589744636,0.2557766410255364,0.1971956776246262,0.402699868688729,0.27410198509626554,300,5139.821411499994
18,0.7550699875681253,0.2449300124318748,0.18603163960106578,0.3229180404485349,0.3085589451340991,300,5442.277358200001
19,0.7351104046765173,0.2648895953234826,0.20207858620607996,0.4113033702288308,0.27653449960822113,300,5746.413221999996
20,0.7483172948635428,0.2516827051364572,0.1894756817471656,0.33367808430510293,0.287830501697095,300,6049.898738600001
21,0.7450443737079695,0.25495562629203045,0.1958658492276764,0.4431834019915756,0.271954701974406,300,6353.476743999992
