round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.9944779357479735,0.005522064252026522,0.0037451499831981337,0.005957213604168747,0.13311695399228457,300,0.0
1,0.947273960431288,0.05272603956871204,0.038173362434569307,0.010520704888892025,0.3985173309336918,300,302.52887009999904
2,0.9114465276394177,0.08855347236058234,0.06765470887331072,0.6433497335326603,0.07212515389612169,300,592.1280407999984
3,0.8720210529968375,0.1279789470031625,0.10060755204778359,0.35308844495220776,0.1624864675419911,300,877.7299673000016
4,0.8517129158229597,0.14828708417704028,0.11236975828669565,0.274864196432044,0.21604311416777847,300,1163.6836957000014
5,0.8401399103740298,0.15986008962597018,0.12336563180928013,0.3012956715419804,0.23404469446285242,300,1447.4637466999993
6,0.8078723719221873,0.19212762807781267,0.1490611229570163,0.3173356468655291,0.2634124778202407,300,1734.9382358000003
7,0.8091345336451831,0.19086546635481694,0.144116157705501,0.34543051191626095,0.24698367508161306,300,2017.8232857000003
8,0.7843934273545202,0.2156065726454798,0.16389365750872237,0.3574626793907316,0.2563723899140524,300,2301.0532975000024
9,0.7697657321849775,0.23023426781502257,0.1744782301592205,0.3681100681219411,0.29818919932939325,300,2585.2788357000027
10,0.7850164884734894,0.21498351152651057,0.16434062323874796,0.2645491744981909,0.30225373987866583,300,2868.7041070999985
11,0.7514526745464646,0.2485473254535354,0.1982159969855406,0.37794432672033795,0.28109353730971154,300,3152.2715193999975
12,0.7556425595135006,0.24435744048649938,0.18692492045857328,0.4768006242965794,0.25676465466265525,300,3437.1479519999993
13,0.7441213329684684,0.25587866703153167,0.19728730115225168,0.3778276208256963,0.2882201437663761,300,3721.483788700003
14,0.7529847837500687,0.24701521624993122,0.18773714241227413,0.37558261963675316,0.26176532946329384,300,4004.4169113000025
15,0.7424295192701731,0.25757048072982697,0.19337692760496517,0.5420973583317916,0.2548123274969652,300,4288.3407687
16,0.7492447637488987,0.2507552362511013,0.18682274017815662,0.3766938199633459,0.2692228841920924,300,4570.401175999999
17,0.7408663778003983,0.2591336221996017,0.19562629521196415,0.396461316770873,0.28096018771485387,300,4853.612438999997
18,0.7471245581482173,0.2528754418517827,0.18681725872974908,0.402911586803524,0.24855188973071035,300,5139.474359400003
19,0.726654976417193,0.273345023582807,0.20668364113879512,0.5803820282599579,0.23574431171951454,300,5424.152257000002
20,0.7398992309721406,0.26010076902785934,0.196481070726436,0.40415116984609983,0.27893936489008025,300,5709.077578299999
21,0.7370112302214654,0.2629887697785346,0.19995826727296995,0.3826472252604656,0.27871755770092616,300,5993.3413648999995
22,0.7340989726045839,0.26590102739541616,0.19469525192548973,0.4081180630699402,0.28168770872012916,300,6277.242306
