round,client_id,num_examples,train_loss,fitness,mu,proximal_distance_sq_half
1,client_0,192,5.714268684387207,0.0389118614817176,0.0,2.2072396278381348
1,client_1,192,5.473924160003662,0.05931810578110407,0.0,2.1810190677642822
1,client_2,192,5.647027492523193,0.05626604481563861,0.0,2.1935906410217285
1,client_3,192,5.6522440910339355,0.0386899916308505,0.0,2.148057699203491
1,client_4,192,5.633225440979004,0.036879764474021234,0.0,2.184955358505249
2,client_0,192,5.079189777374268,0.07214366911155803,0.0,1.7294081449508667
2,client_1,192,5.131264686584473,0.06749776659649732,0.0,1.6702852249145508
2,client_2,192,5.102164268493652,0.09100315023143174,0.0,1.7326257228851318
2,client_3,192,5.008150577545166,0.09475553036822747,0.0,1.6614277362823486
2,client_4,192,5.2629714012146,0.0433699707464515,0.0,1.6998896598815918
3,client_0,192,4.834584712982178,0.09191993078243697,0.0,1.6027880907058716
3,client_1,192,4.876356601715088,0.07914086854334436,0.0,1.6007797718048096
3,client_2,192,4.833776473999023,0.11537190231756733,0.0,1.6001808643341064
3,client_3,192,4.8474531173706055,0.16112018494994543,0.0,1.5947940349578857
3,client_4,192,4.978665351867676,0.05762611378603923,0.0,1.533015251159668
4,client_0,192,4.718436241149902,0.07159615350525166,0.0,1.5531789064407349
4,client_1,192,4.491466999053955,0.07521882511817897,0.0,1.5521717071533203
4,client_2,192,4.468317985534668,0.12225463626088613,0.0,1.5554563999176025
4,client_3,192,4.732998371124268,0.12326067033472789,0.0,1.5285091400146484
4,client_4,192,4.623826503753662,0.09743174581261319,0.0,1.5339252948760986
5,client_0,192,4.615096092224121,0.10546471224944956,0.0,1.4714164733886719
5,client_1,192,4.467771053314209,0.09125765192031098,0.0,1.528935194015503
5,client_2,192,4.623568058013916,0.14148166894386055,0.0,1.50246000289917
5,client_3,192,4.594681739807129,0.19277822884886173,0.0,1.4843508005142212
5,client_4,192,4.617307186126709,0.12358037621389803,0.0,1.488955020904541
6,client_0,192,4.535425186157227,0.1202336807254676,0.0,1.454753041267395
6,client_1,192,4.366661071777344,0.09920771556204588,0.0,1.5177512168884277
6,client_2,192,4.259884834289551,0.18245568453676766,0.0,1.4606631994247437
6,client_3,192,4.4324188232421875,0.21312401841489736,0.0,1.4908039569854736
6,client_4,192,4.481164932250977,0.12899097089092154,0.0,1.5225751399993896
7,client_0,192,4.292103290557861,0.09728889551283176,0.0,1.477613925933838
7,client_1,192,4.177518367767334,0.0975815992273978,0.0,1.4598662853240967
7,client_2,192,4.114873886108398,0.1919089751197297,0.0,1.46420156955719
7,client_3,192,4.30570125579834,0.2161709971617879,0.0,1.461208701133728
7,client_4,192,4.221040725708008,0.14609291205944736,0.0,1.456599235534668
8,client_0,192,4.28246545791626,0.16015067037885683,0.0,1.4654743671417236
8,client_1,192,4.1714701652526855,0.09313620365630806,0.0,1.4510469436645508
8,client_2,192,4.109970569610596,0.19174082554312882,0.0,1.493713140487671
8,client_3,192,4.159786224365234,0.21007066013526748,0.0,1.4519948959350586
8,client_4,192,4.213723182678223,0.15549352570244943,0.0,1.4651446342468262
9,client_0,192,4.069880485534668,0.11523804780237583,0.0,1.4054861068725586
9,client_1,192,3.9217448234558105,0.13122284125098285,0.0,1.4615838527679443
9,client_2,192,4.114567756652832,0.1893023038683165,0.0,1.4611420631408691
9,client_3,192,4.190815448760986,0.21449947534019523,0.0,1.4163882732391357
9,client_4,192,4.086139678955078,0.14868643951164243,0.0,1.4568716287612915
10,client_0,192,4.155360221862793,0.15436805757359412,0.0,1.4616875648498535
10,client_1,192,3.957180976867676,0.13882912813806092,0.0,1.4527546167373657
10,client_2,192,3.8525819778442383,0.18494785981792342,0.0,1.4470998048782349
10,client_3,192,4.093162536621094,0.22310099657140708,0.0,1.4335169792175293
10,client_4,192,3.985386610031128,0.19061254211368678,0.0,1.4347941875457764
11,client_0,192,3.957176446914673,0.14755167990217366,0.0,1.4380426406860352
11,client_1,192,4.019305229187012,0.1302422616223402,0.0,1.4571393728256226
11,client_2,192,3.999614953994751,0.21134497769136476,0.0,1.4419790506362915
11,client_3,192,3.894850254058838,0.21821550026871608,0.0,1.4286386966705322
11,client_4,192,4.003573894500732,0.20185515633436357,0.0,1.4271786212921143
12,client_0,192,3.8237733840942383,0.14636600507057412,0.0,1.4308812618255615
12,client_1,192,3.9153635501861572,0.12708072173170798,0.0,1.4399728775024414
12,client_2,192,3.7405169010162354,0.1974279606416845,0.0,1.412646770477295
12,client_3,192,3.744442939758301,0.20472361480717144,0.0,1.4480392932891846
12,client_4,192,3.873623847961426,0.17841168646891611,0.0,1.4385550022125244
13,client_0,192,3.93603253364563,0.13748704978786874,0.0,1.392364740371704
13,client_1,192,3.819871664047241,0.16572026102156304,0.0,1.3888338804244995
13,client_2,192,3.679048538208008,0.22526416972687777,0.0,1.4081145524978638
13,client_3,192,3.8550028800964355,0.20520740321652764,0.0,1.4561033248901367
13,client_4,192,3.921295642852783,0.15995089287094955,0.0,1.432807445526123
14,client_0,192,3.7658069133758545,0.1396176026549189,0.0,1.4090430736541748
14,client_1,192,3.7167327404022217,0.1109406128856701,0.0,1.354630708694458
14,client_2,192,3.708120107650757,0.2206459823443335,0.0,1.4074077606201172
14,client_3,192,3.913587808609009,0.20833814507213205,0.0,1.4223308563232422
14,client_4,192,3.6565189361572266,0.14639173437288644,0.0,1.3930447101593018
15,client_0,192,3.733351230621338,0.1280686690025396,0.0,1.4202500581741333
15,client_1,192,3.716017723083496,0.1128091624213546,0.0,1.4679622650146484
15,client_2,192,3.4840712547302246,0.2547607226965643,0.0,1.3971660137176514
15,client_3,192,3.780853033065796,0.2351520084082469,0.0,1.3946079015731812
15,client_4,192,3.709406852722168,0.2107835482542249,0.0,1.4098773002624512
16,client_0,192,3.614565134048462,0.14257118618913586,0.0,1.4205174446105957
