round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.9882762739833442,0.011723726016655864,0.00936350007900792,0.002414403333376081,0.17180309303292127,300,0.0
1,0.944974574281899,0.05502542571810097,0.04128712592151317,0.010401130430961835,0.4279691811415437,300,289.5034679999808
2,0.897936812417251,0.10206318758274904,0.0787542086115423,0.6759050663284372,0.0820392897721728,300,585.8351315999753
3,0.876332652022409,0.12366734797759107,0.09366502789731017,0.39435980262304987,0.17463058085596347,300,882.7799895000062
4,0.8552206803217848,0.14477931967821528,0.11288122695671167,0.3054534779937272,0.22323903525403233,300,1179.5236561999773
5,0.8292585081673512,0.17074149183264875,0.13350616224716,0.44621013075949856,0.2172587628173333,300,1474.970832299965
6,0.8114352508313992,0.18856474916860078,0.1465585719973907,0.4807938478341246,0.21937422551603974,300,1770.8764416999766
7,0.7927956059039385,0.20720439409606145,0.16186942857599249,0.3767120932919973,0.2259783712747268,300,2066.8831789999967
8,0.7859190437064767,0.21408095629352325,0.16978438907912474,0.48503130438358627,0.21771975706056015,300,2365.2302199999685
9,0.7710908685392708,0.22890913146072928,0.18012077548225613,0.2817971034294756,0.2967494519138235,300,2662.3417038999614
10,0.7767229507589087,0.22327704924109124,0.17813124442157752,0.4639058575770113,0.2478822001222103,300,2959.7177524999715
11,0.7641060296448214,0.23589397035517862,0.18599922977468544,0.35362233086974487,0.3133154022573945,300,3252.2930889999843
12,0.7614459266524988,0.23855407334750126,0.19001482826938973,0.48837302386040216,0.24389081462557546,300,3544.701152099995
13,0.7567768363203712,0.24322316367962885,0.191018571936601,0.3367220484977926,0.28483726963247374,300,3837.8341628999915
14,0.7520566485816476,0.2479433514183524,0.19053245411334466,0.508931907744304,0.27370316371226905,300,4146.013242199959
15,0.754951591091181,0.2450484089088189,0.19005602436059207,0.37566334017972275,0.2858289676451289,300,4455.211792899994
16,0.7470734977555569,0.25292650224444313,0.19803117719783397,0.442195673377732,0.24804768376762149,300,4765.689117599977
17,0.7677363600583346,0.2322636399416654,0.17125933257774148,0.4384397719466623,0.27438691626645856,300,5085.732542499958
18,0.7558054048247888,0.24419459517521128,0.18336492032030635,0.3361150126625748,0.2867280581042163,300,5450.15938289999
19,0.7405460604906249,0.2594539395093752,0.19530508687410614,0.44013027736883653,0.2602424889772582,300,5789.906681299966
20,0.7447951210349528,0.25520487896504723,0.19155285233780103,0.3470469057050216,0.3163952591880009,300,6125.252845599956
