round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.9882762739833442,0.011723726016655864,0.00936350007900792,0.002414403333376081,0.17180309303292127,300,0.0
1,0.9441320491143984,0.05586795088560155,0.04275867827241262,0.01049542526301277,0.4299443730552782,300,295.9172999000002
2,0.8983380379375837,0.10166196206241629,0.07950523020989193,0.6613682716526468,0.07392169859485742,300,593.4710806000076
3,0.8711400956724642,0.12885990432753577,0.09934066153070137,0.4041546892986885,0.17519044532066072,300,892.7265578000079
4,0.8564477780161447,0.14355222198385528,0.11024720978089445,0.4058960853050338,0.2012976096064807,300,1190.2534662000107
5,0.8375394612127509,0.16246053878724914,0.12516919465726808,0.4427273793317042,0.20224046982233562,300,1488.4814184999996
6,0.8215768184494565,0.17842318155054349,0.1380756244332798,0.3076226053206016,0.24406218946619976,300,1785.4327363000048
7,0.8087974610793509,0.19120253892064915,0.14582577826883594,0.30960818452581396,0.25707560841367705,300,2083.345207800012
8,0.7815986924732728,0.21840130752672712,0.1702049554875978,0.36376979049190433,0.24423457876263432,300,2381.7651891000132
9,0.7828367142823914,0.21716328571760854,0.16838649071576303,0.2715663840121439,0.26473508094543485,300,2679.1930128000095
10,0.7732106161325957,0.22678938386740435,0.17789659854960302,0.4692457701867365,0.28297777417938774,300,2977.967441700006
11,0.765218740760276,0.2347812592397241,0.18169632108322328,0.45608576902143944,0.29683574883505626,300,3276.4861444000126
12,0.760557880200813,0.23944211979918695,0.18225602452797005,0.47330482098139387,0.2657827784446724,300,3575.2285417000094
13,0.7657249004207781,0.23427509957922185,0.17950380973678182,0.4994442376755438,0.24530175208930688,300,3874.0021392000053
14,0.7727311773839298,0.22726882261607018,0.17228200828122364,0.3342002547379992,0.29412861001176427,300,4173.475439000002
15,0.7682545761382845,0.23174542386171545,0.17383777530092703,0.4479948084266027,0.27265960962697744,300,4473.6109421
16,0.7660974764464759,0.2339025235535242,0.17651951483584497,0.3200327569416937,0.30648003850664285,300,4772.8997905
17,0.7550899345481485,0.2449100654518515,0.18322576351921352,0.39248025969758416,0.2993051008921137,300,5069.058646800011
18,0.761683563042417,0.23831643695758292,0.1802317512649728,0.31597896682101906,0.29492044560680003,300,5367.146553099999
19,0.7577577360633325,0.24224226393666742,0.18267842793270556,0.35610769271166026,0.27707433302505796,300,5665.25381780001
20,0.7611341363985421,0.23886586360145787,0.18118333249459773,0.35332085108167705,0.30975587555030937,300,5962.843563100003
21,0.7644133394074601,0.2355866605925399,0.1791490060507735,0.42220929017814945,0.25990011150296055,300,6260.740385600002
22,0.7638628511687683,0.23613714883123174,0.1788205527338923,0.3167477976981894,0.2919298716002548,300,6558.44608780001
23,0.7632491547544695,0.23675084524553053,0.17767043909055985,0.5048955686123707,0.24490421186682904,300,6856.548892400009
24,0.7613688651685697,0.23863113483143028,0.18101185180151802,0.3122125796728239,0.2928810808599362,300,7154.148899300009
25,0.7661855131074742,0.23381448689252576,0.1775427992455004,0.3420106048375035,0.28409509446987313,300,7453.165797900001
26,0.7651280477758584,0.23487195222414153,0.1796244442966279,0.35549990070608034,0.2680218858637386,300,7749.7785745
27,0.7757862078577185,0.22421379214228154,0.1695130511055966,0.33186203782134716,0.2852166642821524,300,8047.067917100008
28,0.7642683717954807,0.2357316282045193,0.17785722754578298,0.3862039736906914,0.2796623110102007,300,8347.902417200006
29,0.766442032880343,0.23355796711965698,0.17809349611485636,0.4139346252794015,0.24547858870588146,300,8646.05426270001
