round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.9873413352407163,0.01265866475928363,0.009321905664716058,0.0020120472212992913,0.17073386869947468,300,0.0
1,0.9411009295172547,0.058899070482745376,0.04529597263468739,0.010998667125734758,0.39140272024590655,300,297.3485714999988
2,0.9021313565175808,0.09786864348241917,0.07400467368272326,0.6804764511814045,0.07554145141296535,300,595.7668302999955
3,0.8820857625809397,0.1179142374190603,0.09068603669270024,0.458231329423976,0.17258849339772458,300,893.1948294000031
4,0.8508801567513279,0.14911984324867208,0.11154287090717085,0.3131087010808797,0.20188339543995223,300,1189.3709277000016
5,0.8306703710839738,0.16932962891602624,0.12593032253870173,0.33481877023403045,0.2500135242830728,300,1484.789011899993
6,0.8049562763044495,0.19504372369555045,0.14192800050769233,0.3742240240940201,0.29228080428847286,300,1780.2921375000005
7,0.8005230555079815,0.19947694449201847,0.14526384453409405,0.39090087802578,0.24991504213381774,300,2076.722619299995
8,0.7688043829506424,0.2311956170493577,0.1721675268668381,0.4386209462887676,0.3070600254395984,300,2373.126388199991
9,0.7539313972554295,0.2460686027445705,0.18372770400502086,0.4223843056895631,0.2796935024179124,300,2669.8639071999933
10,0.7707602696398048,0.22923973036019518,0.17363853108852606,0.41162457090968524,0.27327171586861126,300,2967.5742151000013
11,0.763946488152918,0.23605351184708198,0.17709293397872167,0.37865022546090205,0.2838183440275769,300,3263.2416720000037
12,0.7660514063393127,0.23394859366068732,0.1788152433152116,0.33429271859907933,0.2925680400727011,300,3558.4625866999995
13,0.7665068847683754,0.23349311523162458,0.18128415166385672,0.34705792824715453,0.28672338874963793,300,3857.0852971999993
14,0.7681322022765799,0.23186779772342012,0.17574917368365384,0.3702463212376189,0.2593010178054992,300,4155.090026199992
15,0.7520606382211149,0.24793936177888506,0.19102051109768511,0.41837811423342985,0.26210293775034693,300,4452.001602899996
16,0.7580967654112977,0.24190323458870236,0.1809502150580605,0.38784869012966905,0.29886747200565245,300,4749.029577299996
17,0.7645449312066801,0.23545506879331995,0.17736227659837162,0.3861651341487682,0.2735036299977271,300,5057.542919500003
18,0.7612908873621096,0.23870911263789046,0.17824737179730582,0.36887473793927006,0.2890643133438553,300,5356.302374699997
19,0.7490928000495842,0.2509071999504157,0.19087358548110486,0.37480695043587364,0.2919015687188786,300,5652.450157300002
20,0.7593363841206532,0.2406636158793468,0.1824156449017546,0.4716147627168093,0.2348743664243535,300,5949.761373799993
21,0.7600930260855947,0.23990697391440524,0.18122189764947919,0.40152645989290014,0.27576869526443143,300,6246.7181499
22,0.7673038770844067,0.23269612291559327,0.174377401234249,0.4104471380106872,0.2785478832525145,300,6540.973138500005
23,0.7833337205450336,0.2166662794549664,0.1627131139315625,0.3464184446589091,0.2670999666462495,300,6836.765991799999
24,0.7742234399138683,0.22577656008613173,0.1697630604451287,0.3748197182258596,0.2879059129148343,300,7132.246839600004
25,0.7643324815738685,0.2356675184261315,0.1757387920654321,0.3320893326003266,0.30955334508270527,300,7428.361233100004
26,0.7665564569761522,0.23344354302384787,0.17924102544955622,0.3410567680621731,0.27716381997346506,300,7724.3084148999915
27,0.7622474603717426,0.23775253962825743,0.17857269343106774,0.3352035927042522,0.29368607289153,300,8020.344627300001
28,0.76059979085021,0.23940020914979,0.17691117885255547,0.39292936845091947,0.28882273680361803,300,8314.422389300002
29,0.7508740749833167,0.2491259250166833,0.18596734846900453,0.321357309703523,0.30661678511707174,300,8609.535847199993
30,0.7567840703583117,0.2432159296416882,0.17954972570263839,0.459247370891823,0.2792354388157037,300,8905.193874000004
31,0.7647388058758217,0.2352611941241783,0.17347828844579294,0.3645549043489169,0.2615684382566958,300,9201.644645099994
