round,loss,map50,map50_95,precision,recall,num_examples,elapsed_seconds
0,0.9975308132219308,0.0024691867780691325,0.0014880675525252838,0.001504570604393016,0.1578059339852103,300,0.0
1,0.9460035000951181,0.05399649990488187,0.041784000398719774,0.012495818262907219,0.3737460817015514,300,286.1630661999952
2,0.9011117221190438,0.09888827788095624,0.07594869900009484,0.6003549296319488,0.0882562343534997,300,584.2480996000013
3,0.870302469983627,0.12969753001637302,0.09845447631658466,0.3810247709916574,0.15846222926280323,300,879.1781339000008
4,0.8529954968632618,0.1470045031367382,0.11082050334395023,0.27135373822720504,0.20972437213458592,300,1173.1892281999972
5,0.8329254911859113,0.16707450881408872,0.12485176978581256,0.2765372339903532,0.2312066079869465,300,1463.1614483000012
6,0.8144136864821433,0.18558631351785673,0.14126149218764344,0.3752805815724221,0.19779368351162316,300,1756.2643159
7,0.8057711050461099,0.19422889495389004,0.146867408552251,0.3290251838867529,0.24959094025023268,300,2047.2224463999955
8,0.7963816757806405,0.20361832421935958,0.15573665291827607,0.34462918153480226,0.2732216179012974,300,2336.8390416999973
9,0.7822799862208084,0.21772001377919162,0.1678043352349624,0.2970063200283031,0.2689438406495271,300,2628.5266721000007
10,0.7698397945975279,0.23016020540247212,0.1768459817613019,0.31862739043920807,0.2617531296012332,300,2918.2983275000006
11,0.7663011603233609,0.23369883967663901,0.17797598648164936,0.3264668464345036,0.25856159380937116,300,3208.5478331999984
12,0.7618724647371706,0.23812753526282943,0.18486189851261361,0.3603807817014737,0.2657011281143886,300,3498.9382026999956
13,0.7541799907490117,0.2458200092509883,0.19002535404532328,0.2883892106087371,0.3094509995849951,300,3789.599079200001
14,0.7599082157382284,0.24009178426177158,0.18651884582027262,0.32345303484101173,0.28086071532321866,300,4081.6705962999986
15,0.7449562391247857,0.25504376087521435,0.19798543751728256,0.3696313529997029,0.27292514676094776,300,4373.244791899997
16,0.7515622929354225,0.2484377070645775,0.19331803080531468,0.2989479263062681,0.312053550146244,300,4663.272969599995
17,0.752507676669102,0.24749232333089796,0.19179143858635098,0.4024138432540457,0.2654672237943339,300,4952.721530399998
18,0.7463091546530155,0.2536908453469845,0.19940922771333675,0.4201932154829599,0.2770147096109731,300,5239.2086846999955
19,0.737957070748119,0.262042929251881,0.20134216601848448,0.39592869571590356,0.27988910170059295,300,5530.329305300002
20,0.7423068107363716,0.2576931892636284,0.20185996742797688,0.38622947258893314,0.28682412930907253,300,5822.273078799997
21,0.7466362349577637,0.25336376504223634,0.19823383963307306,0.35864497841341547,0.2801480998187176,300,6112.216639999999
22,0.733083062553079,0.266916937446921,0.20420027481130756,0.423386696028774,0.2953907253238976,300,6412.6687544000015
23,0.7245979821671122,0.2754020178328877,0.21268670289921743,0.40706722711659477,0.28186762466227877,300,6714.770104499999
24,0.7473254749096361,0.25267452509036387,0.19388383743383822,0.40566242851071665,0.29350817963844616,300,7022.193889999995
